recency,frequency,monetary,cluster,Segment
578,1,135.39,2,At-Risk Loyalists
372,1,79.5,2,At-Risk Loyalists
425,20,3006.62,3,New/Promising
15,4,1447.14,1,Lost Customers
35,3,570.46,1,Lost Customers
22,12,3712.0099999999998,0,Champions
7,2,634.83,1,Lost Customers
20,8,2164.45,0,Champions
627,1,229.47,2,At-Risk Loyalists
11,6,2201.54,1,Lost Customers
44,2,384.04,1,Lost Customers
390,2,474.54,2,At-Risk Loyalists
306,2,865.1700000000001,2,At-Risk Loyalists
11,1,213.96,1,Lost Customers
656,1,205.35999999999999,2,At-Risk Loyalists
275,1,660.0,2,At-Risk Loyalists
633,1,143.85999999999999,2,At-Risk Loyalists
374,4,937.16,3,New/Promising
1,192,30861.06,0,Champions
16,22,24137.63,0,Champions
4,11,3352.94,0,Champions
72,10,1486.2,3,New/Promising
396,2,24.35,2,At-Risk Loyalists
444,2,604.3299999999999,2,At-Risk Loyalists
415,1,877.7,2,At-Risk Loyalists
680,1,76.32000000000001,2,At-Risk Loyalists
386,1,295.13,2,At-Risk Loyalists
394,5,951.76,3,New/Promising
243,5,527.78,3,New/Promising
403,2,190.47000000000003,2,At-Risk Loyalists
9,7,1342.32,1,Lost Customers
246,2,1291.24,3,New/Promising
206,2,412.78000000000003,2,At-Risk Loyalists
1,9,3000.57,0,Champions
185,1,320.58000000000004,2,At-Risk Loyalists
32,10,2059.58,0,Champions
57,6,814.07,3,New/Promising
196,11,4497.88,3,New/Promising
24,11,5410.92,0,Champions
379,1,462.75,2,At-Risk Loyalists
91,5,1998.0,3,New/Promising
4,2,959.01,1,Lost Customers
484,1,338.65,2,At-Risk Loyalists
51,6,2025.69,3,New/Promising
263,1,114.56,2,At-Risk Loyalists
266,1,344.90000000000003,2,At-Risk Loyalists
438,4,2124.46,3,New/Promising
454,1,215.22,2,At-Risk Loyalists
36,2,609.85,1,Lost Customers
677,1,106.67999999999999,2,At-Risk Loyalists
51,1,443.6,1,Lost Customers
52,9,4978.96,0,Champions
24,10,3667.06,0,Champions
22,1,110.46,1,Lost Customers
59,1,96.12,2,At-Risk Loyalists
170,5,1679.89,3,New/Promising
68,7,2247.72,3,New/Promising
157,3,876.89,3,New/Promising
2,152,528602.52,0,Champions
201,2,519.97,2,At-Risk Loyalists
416,15,4546.86,3,New/Promising
5,9,3775.31,0,Champions
589,1,62.5,2,At-Risk Loyalists
67,9,2034.1200000000001,3,New/Promising
77,1,114.18,2,At-Risk Loyalists
1,12,3614.54,0,Champions
738,1,246.86,2,At-Risk Loyalists
8,7,3878.51,0,Champions
169,5,814.65,3,New/Promising
18,6,1460.8700000000001,1,Lost Customers
5,2,247.15,1,Lost Customers
9,9,2529.93,0,Champions
87,2,285.74,2,At-Risk Loyalists
27,1,107.95,1,Lost Customers
29,7,1416.33,1,Lost Customers
430,2,490.6,2,At-Risk Loyalists
20,2,637.89,1,Lost Customers
61,7,2749.65,3,New/Promising
24,1,195.25,1,Lost Customers
11,54,21927.14,0,Champions
445,1,111.63,2,At-Risk Loyalists
242,7,3243.93,3,New/Promising
280,3,602.0,2,At-Risk Loyalists
549,2,1127.45,2,At-Risk Loyalists
235,4,1113.14,3,New/Promising
3,7,3410.81,0,Champions
509,1,173.66,2,At-Risk Loyalists
16,2,1066.9,1,Lost Customers
31,12,8356.79,0,Champions
593,1,184.91,2,At-Risk Loyalists
579,1,403.39,2,At-Risk Loyalists
382,3,1289.44,3,New/Promising
25,58,57412.77,0,Champions
71,6,875.1500000000001,3,New/Promising
188,6,1514.81,3,New/Promising
588,1,146.56,2,At-Risk Loyalists
26,6,1468.55,1,Lost Customers
576,8,4619.79,3,New/Promising
414,5,885.83,3,New/Promising
107,3,1402.06,3,New/Promising
8,28,7713.57,0,Champions
209,1,112.8,2,At-Risk Loyalists
44,4,794.33,1,Lost Customers
31,5,2114.33,1,Lost Customers
137,12,1745.09,3,New/Promising
265,7,1165.36,3,New/Promising
617,1,244.31,2,At-Risk Loyalists
519,3,1620.07,3,New/Promising
4,8,2767.9,0,Champions
218,2,188.60999999999999,2,At-Risk Loyalists
2,5,1250.76,1,Lost Customers
214,4,702.6,3,New/Promising
32,5,3116.26,3,New/Promising
11,15,4562.09,0,Champions
1,29,6754.22,0,Champions
15,1,318.17,1,Lost Customers
11,11,1813.57,0,Champions
199,1,179.0,2,At-Risk Loyalists
619,1,390.69,2,At-Risk Loyalists
436,2,139.2,2,At-Risk Loyalists
3,5,2212.2799999999997,1,Lost Customers
15,25,8886.33,0,Champions
14,13,1922.59,0,Champions
10,11,2868.8,0,Champions
29,4,1328.0700000000002,1,Lost Customers
9,21,5418.87,0,Champions
24,4,906.24,1,Lost Customers
25,8,1840.45,0,Champions
43,3,565.45,1,Lost Customers
733,1,81.3,2,At-Risk Loyalists
410,1,226.42,2,At-Risk Loyalists
2,5,1602.13,1,Lost Customers
6,3,663.81,1,Lost Customers
379,1,115.77,2,At-Risk Loyalists
147,3,513.37,2,At-Risk Loyalists
10,11,2093.06,0,Champions
590,1,345.25,2,At-Risk Loyalists
25,4,1315.24,1,Lost Customers
655,1,124.75,2,At-Risk Loyalists
274,3,467.92999999999995,2,At-Risk Loyalists
413,1,190.58,2,At-Risk Loyalists
374,3,907.38,3,New/Promising
1,8,2005.06,0,Champions
47,3,380.02,1,Lost Customers
8,19,5517.07,0,Champions
16,15,16184.97,0,Champions
426,4,1056.42,3,New/Promising
4,56,12240.16,0,Champions
485,2,401.08,2,At-Risk Loyalists
4,4,3554.17,1,Lost Customers
43,9,1821.9,3,New/Promising
4,25,12287.5,0,Champions
197,11,4161.06,3,New/Promising
12,7,1897.59,0,Champions
435,1,579.85,2,At-Risk Loyalists
593,1,50.48,2,At-Risk Loyalists
16,14,3885.08,0,Champions
113,12,2571.81,3,New/Promising
406,4,593.5,3,New/Promising
249,1,328.2,2,At-Risk Loyalists
29,10,3152.32,0,Champions
480,1,310.15,2,At-Risk Loyalists
736,1,112.03,2,At-Risk Loyalists
684,2,126.45,2,At-Risk Loyalists
44,1,389.64,1,Lost Customers
87,2,869.51,1,Lost Customers
45,6,1550.48,3,New/Promising
10,25,9972.550000000001,0,Champions
15,3,2653.76,1,Lost Customers
75,1,420.5,2,At-Risk Loyalists
145,7,2864.97,3,New/Promising
5,3,1625.97,1,Lost Customers
297,1,89.2,2,At-Risk Loyalists
59,3,447.92,1,Lost Customers
264,2,417.57,2,At-Risk Loyalists
47,1,278.3,1,Lost Customers
29,3,254.11,1,Lost Customers
8,11,6556.13,0,Champions
474,1,382.81,2,At-Risk Loyalists
17,2,192.60000000000002,1,Lost Customers
3,17,15771.88,0,Champions
232,8,3637.64,3,New/Promising
621,2,594.62,2,At-Risk Loyalists
112,1,139.26,2,At-Risk Loyalists
593,1,140.55,2,At-Risk Loyalists
529,1,241.45,2,At-Risk Loyalists
58,3,1418.46,3,New/Promising
51,15,3708.3,0,Champions
404,1,307.56,2,At-Risk Loyalists
127,2,730.86,2,At-Risk Loyalists
281,3,386.15,2,At-Risk Loyalists
55,2,447.68,1,Lost Customers
320,1,200.10000000000002,2,At-Risk Loyalists
659,1,307.3,2,At-Risk Loyalists
26,3,449.93,1,Lost Customers
10,2,77.4,1,Lost Customers
550,1,90.96,2,At-Risk Loyalists
471,1,110.65,2,At-Risk Loyalists
7,3,1156.32,1,Lost Customers
29,1,197.64,1,Lost Customers
17,10,2526.62,0,Champions
607,1,303.63,2,At-Risk Loyalists
64,1,6.2,2,At-Risk Loyalists
21,2,625.9,1,Lost Customers
3,10,1953.9,0,Champions
166,1,131.45000000000002,2,At-Risk Loyalists
1,27,10889.64,0,Champions
507,1,300.31,2,At-Risk Loyalists
53,8,724.31,3,New/Promising
51,2,338.15,1,Lost Customers
48,17,7774.32,0,Champions
61,1,193.14,2,At-Risk Loyalists
438,2,1502.98,3,New/Promising
162,3,845.55,3,New/Promising
9,1,353.27,1,Lost Customers
15,7,1104.64,1,Lost Customers
75,2,303.43,2,At-Risk Loyalists
391,2,519.29,2,At-Risk Loyalists
40,8,2741.17,3,New/Promising
621,2,686.76,2,At-Risk Loyalists
41,13,2537.02,0,Champions
387,1,170.5,2,At-Risk Loyalists
599,1,185.8,2,At-Risk Loyalists
370,4,1090.87,3,New/Promising
581,1,160.46,2,At-Risk Loyalists
37,2,778.5,1,Lost Customers
197,1,271.85,2,At-Risk Loyalists
200,7,3959.86,3,New/Promising
74,6,1170.41,3,New/Promising
64,4,470.16,1,Lost Customers
21,9,1274.76,0,Champions
367,7,1286.45,3,New/Promising
485,1,157.70000000000002,2,At-Risk Loyalists
180,3,321.43,2,At-Risk Loyalists
10,10,4022.9100000000003,0,Champions
4,24,4925.08,0,Champions
582,2,385.2,2,At-Risk Loyalists
665,1,0.0,2,At-Risk Loyalists
197,13,9839.460000000001,3,New/Promising
29,7,1692.84,3,New/Promising
53,1,197.13,2,At-Risk Loyalists
680,3,1676.57,3,New/Promising
630,1,322.69,2,At-Risk Loyalists
499,1,94.8,2,At-Risk Loyalists
18,7,2206.16,0,Champions
529,2,297.0,2,At-Risk Loyalists
10,3,102.44999999999999,1,Lost Customers
90,9,3460.32,3,New/Promising
423,2,773.6700000000001,2,At-Risk Loyalists
418,3,915.28,3,New/Promising
268,2,362.71,2,At-Risk Loyalists
53,14,7163.0,0,Champions
44,4,2824.69,3,New/Promising
437,1,211.79999999999998,2,At-Risk Loyalists
64,10,6702.43,0,Champions
600,1,150.0,2,At-Risk Loyalists
427,1,437.4,2,At-Risk Loyalists
149,3,1348.95,3,New/Promising
405,1,310.56,2,At-Risk Loyalists
22,43,15763.45,0,Champions
312,7,1794.01,3,New/Promising
23,3,829.4100000000001,1,Lost Customers
58,18,6147.18,0,Champions
24,5,1376.87,1,Lost Customers
78,11,4322.86,0,Champions
119,7,6520.3,3,New/Promising
36,3,1311.3799999999999,1,Lost Customers
60,7,3651.851,3,New/Promising
506,1,180.75,2,At-Risk Loyalists
13,5,1705.64,1,Lost Customers
19,1,170.32,1,Lost Customers
52,10,1380.73,3,New/Promising
26,2,841.1999999999999,1,Lost Customers
29,1,266.76,1,Lost Customers
7,4,129.72,1,Lost Customers
11,19,20850.22,0,Champions
186,16,2952.06,3,New/Promising
3,12,4184.01,0,Champions
9,6,2804.24,0,Champions
262,6,1838.95,3,New/Promising
3,9,1258.97,0,Champions
484,3,816.6,3,New/Promising
210,2,854.13,2,At-Risk Loyalists
535,1,116.18,2,At-Risk Loyalists
108,3,2862.4,3,New/Promising
521,2,256.7,2,At-Risk Loyalists
418,2,437.0,2,At-Risk Loyalists
13,25,4105.24,0,Champions
685,1,185.06,2,At-Risk Loyalists
77,3,706.19,1,Lost Customers
20,1,255.4,1,Lost Customers
27,14,3628.15,0,Champions
19,6,761.59,1,Lost Customers
669,1,120.6,2,At-Risk Loyalists
132,3,1598.12,3,New/Promising
253,1,364.8,2,At-Risk Loyalists
79,1,1862.0,1,Lost Customers
207,1,369.2,2,At-Risk Loyalists
336,1,135.9,2,At-Risk Loyalists
254,3,817.25,3,New/Promising
148,4,1106.73,3,New/Promising
691,1,202.35000000000002,2,At-Risk Loyalists
10,3,1809.6100000000001,1,Lost Customers
85,3,1492.81,3,New/Promising
8,38,25119.54,0,Champions
205,8,2092.42,3,New/Promising
8,8,3140.54,0,Champions
23,14,3507.81,0,Champions
395,1,1384.88,2,At-Risk Loyalists
522,1,13.919999999999998,2,At-Risk Loyalists
11,12,2289.65,0,Champions
26,3,1035.6200000000001,1,Lost Customers
21,5,2810.63,1,Lost Customers
2,4,1640.64,1,Lost Customers
158,8,1971.39,3,New/Promising
445,1,68.44,2,At-Risk Loyalists
3,16,6165.79,0,Champions
74,2,381.9,1,Lost Customers
437,3,1404.68,3,New/Promising
3,4,434.35,1,Lost Customers
1,398,295972.63,0,Champions
17,6,1889.25,1,Lost Customers
36,8,4073.13,0,Champions
91,11,1811.25,3,New/Promising
71,8,3042.95,3,New/Promising
597,2,1123.75,2,At-Risk Loyalists
116,9,5955.81,3,New/Promising
539,1,359.35,2,At-Risk Loyalists
213,3,1607.17,3,New/Promising
30,2,1316.07,1,Lost Customers
394,2,843.74,2,At-Risk Loyalists
51,1,749.1,1,Lost Customers
246,3,931.01,3,New/Promising
382,2,359.4,2,At-Risk Loyalists
397,1,308.2,2,At-Risk Loyalists
628,1,223.91000000000003,2,At-Risk Loyalists
32,2,836.69,1,Lost Customers
109,6,5246.63,3,New/Promising
5,5,1257.68,1,Lost Customers
366,2,1029.66,2,At-Risk Loyalists
444,4,1770.0,3,New/Promising
82,5,3503.5,3,New/Promising
297,2,2849.83,3,New/Promising
34,12,12410.81,0,Champions
57,3,1621.88,3,New/Promising
562,2,2322.43,3,New/Promising
418,2,531.49,2,At-Risk Loyalists
579,1,182.1,2,At-Risk Loyalists
402,4,746.56,3,New/Promising
663,1,107.62,2,At-Risk Loyalists
30,19,9784.67,0,Champions
414,1,179.4,2,At-Risk Loyalists
14,1,100.9,1,Lost Customers
72,6,1049.79,3,New/Promising
23,6,1101.97,1,Lost Customers
469,4,515.0,2,At-Risk Loyalists
19,1,371.2,1,Lost Customers
79,1,311.69,2,At-Risk Loyalists
60,32,17629.35,0,Champions
25,4,1013.77,1,Lost Customers
12,2,503.44,1,Lost Customers
733,1,163.77,2,At-Risk Loyalists
421,1,1325.0,2,At-Risk Loyalists
253,2,333.29,2,At-Risk Loyalists
147,6,957.9399999999999,3,New/Promising
64,4,695.42,1,Lost Customers
8,2,221.27,1,Lost Customers
11,22,16410.15,0,Champions
271,4,366.91,2,At-Risk Loyalists
10,12,3164.48,0,Champions
247,1,206.21,2,At-Risk Loyalists
96,2,599.0,1,Lost Customers
15,6,1115.8400000000001,1,Lost Customers
50,6,1982.6100000000001,3,New/Promising
30,2,504.99,1,Lost Customers
704,1,906.23,2,At-Risk Loyalists
68,12,4919.35,0,Champions
35,3,1116.57,1,Lost Customers
128,2,145.07,2,At-Risk Loyalists
107,3,1314.45,3,New/Promising
37,1,114.39,1,Lost Customers
57,2,472.39,1,Lost Customers
57,7,790.86,3,New/Promising
726,1,31.929999999999996,2,At-Risk Loyalists
72,10,3142.14,3,New/Promising
735,1,439.46,2,At-Risk Loyalists
737,1,150.68,2,At-Risk Loyalists
246,2,372.92,2,At-Risk Loyalists
572,1,237.78,2,At-Risk Loyalists
689,1,183.20000000000002,2,At-Risk Loyalists
19,6,1271.41,1,Lost Customers
198,2,296.75,2,At-Risk Loyalists
376,2,566.9,2,At-Risk Loyalists
16,8,1713.85,0,Champions
212,7,2066.6,3,New/Promising
662,1,342.4,2,At-Risk Loyalists
612,2,305.42,2,At-Risk Loyalists
430,1,314.67,2,At-Risk Loyalists
442,1,210.5,2,At-Risk Loyalists
564,1,36.13,2,At-Risk Loyalists
382,5,960.63,3,New/Promising
39,2,233.23000000000002,1,Lost Customers
481,2,442.28999999999996,2,At-Risk Loyalists
46,4,776.5999999999999,1,Lost Customers
170,4,770.73,3,New/Promising
593,1,129.48000000000002,2,At-Risk Loyalists
48,1,490.52,1,Lost Customers
394,2,230.85999999999999,2,At-Risk Loyalists
116,9,4817.28,3,New/Promising
473,6,1060.7,3,New/Promising
147,1,1246.32,2,At-Risk Loyalists
16,56,14106.2,0,Champions
51,2,825.14,1,Lost Customers
159,1,156.91,2,At-Risk Loyalists
480,2,360.0,2,At-Risk Loyalists
12,3,1261.78,1,Lost Customers
36,1,308.94,1,Lost Customers
396,2,416.6,2,At-Risk Loyalists
54,3,860.62,1,Lost Customers
488,10,1641.3,3,New/Promising
43,2,260.17,1,Lost Customers
501,13,2365.02,3,New/Promising
173,5,630.3,3,New/Promising
34,1,125.58,1,Lost Customers
39,3,607.46,1,Lost Customers
267,1,266.0,2,At-Risk Loyalists
379,1,203.42,2,At-Risk Loyalists
9,12,2783.83,0,Champions
12,5,1186.09,1,Lost Customers
3,20,12170.68,0,Champions
10,16,4075.51,0,Champions
33,2,1013.09,1,Lost Customers
80,5,1061.61,3,New/Promising
31,10,3195.6,0,Champions
8,6,1157.71,1,Lost Customers
620,1,365.1,2,At-Risk Loyalists
72,8,1979.91,3,New/Promising
4,14,3156.58,0,Champions
256,8,13780.65,3,New/Promising
5,10,2586.67,0,Champions
16,14,8313.4,0,Champions
90,1,252.73000000000002,2,At-Risk Loyalists
72,3,465.55,1,Lost Customers
376,2,402.51,2,At-Risk Loyalists
59,9,1309.86,3,New/Promising
10,93,40031.43,0,Champions
542,1,7.49,2,At-Risk Loyalists
170,2,294.02,2,At-Risk Loyalists
199,2,315.45,2,At-Risk Loyalists
31,6,2873.7999999999997,3,New/Promising
19,35,16204.33,0,Champions
152,2,735.66,2,At-Risk Loyalists
9,25,7812.389999999999,0,Champions
270,1,343.62,2,At-Risk Loyalists
65,4,482.75,1,Lost Customers
274,1,121.17000000000002,2,At-Risk Loyalists
25,5,4193.79,0,Champions
23,9,3935.16,0,Champions
319,1,215.78,2,At-Risk Loyalists
5,3,697.79,1,Lost Customers
12,2,302.1,1,Lost Customers
475,3,560.07,2,At-Risk Loyalists
520,1,133.45,2,At-Risk Loyalists
275,5,3255.96,3,New/Promising
25,16,3410.03,0,Champions
41,19,3523.57,0,Champions
8,4,303.09,1,Lost Customers
4,127,137818.52,0,Champions
71,8,2585.62,3,New/Promising
213,1,370.79999999999995,2,At-Risk Loyalists
410,4,1254.41,3,New/Promising
38,5,3326.86,3,New/Promising
53,1,893.59,1,Lost Customers
78,5,3877.88,3,New/Promising
46,4,1176.85,1,Lost Customers
179,1,1109.53,2,At-Risk Loyalists
373,3,843.25,3,New/Promising
94,4,1455.56,3,New/Promising
479,1,187.51999999999998,2,At-Risk Loyalists
10,8,2788.02,0,Champions
105,3,1566.33,3,New/Promising
78,1,773.03,1,Lost Customers
173,3,1447.74,3,New/Promising
495,2,2428.08,3,New/Promising
7,53,17761.88,0,Champions
213,11,3767.35,3,New/Promising
428,2,546.25,2,At-Risk Loyalists
22,12,1965.72,0,Champions
669,1,93.35000000000001,2,At-Risk Loyalists
257,1,88.2,2,At-Risk Loyalists
380,2,965.2,2,At-Risk Loyalists
730,1,347.54,2,At-Risk Loyalists
565,2,218.53,2,At-Risk Loyalists
282,1,306.94,2,At-Risk Loyalists
21,2,1160.07,1,Lost Customers
10,6,2420.84,0,Champions
308,1,381.32,2,At-Risk Loyalists
68,3,1046.6100000000001,3,New/Promising
215,3,776.46,3,New/Promising
18,23,14326.11,0,Champions
463,2,83.0,2,At-Risk Loyalists
104,10,3141.64,3,New/Promising
43,1,219.39000000000001,1,Lost Customers
4,3,908.35,1,Lost Customers
182,3,39916.5,3,New/Promising
84,1,410.48,2,At-Risk Loyalists
334,7,2894.7,3,New/Promising
9,6,1477.94,1,Lost Customers
531,2,554.67,2,At-Risk Loyalists
31,2,703.36,1,Lost Customers
197,2,1027.44,3,New/Promising
18,9,3094.91,0,Champions
18,5,1422.52,1,Lost Customers
311,9,940.35,3,New/Promising
142,4,1300.25,3,New/Promising
246,3,983.1,3,New/Promising
24,6,1505.8500000000001,1,Lost Customers
29,5,2730.87,3,New/Promising
611,1,209.4,2,At-Risk Loyalists
10,3,3609.33,1,Lost Customers
30,12,3400.12,0,Champions
18,2,531.85,1,Lost Customers
18,4,1352.75,1,Lost Customers
15,8,2485.9700000000003,0,Champions
134,1,244.8,2,At-Risk Loyalists
246,1,266.4,2,At-Risk Loyalists
134,1,358.82,2,At-Risk Loyalists
50,2,457.72,1,Lost Customers
114,11,4497.47,3,New/Promising
7,5,4656.17,0,Champions
23,4,450.82,1,Lost Customers
25,24,17024.87,0,Champions
537,2,449.49,2,At-Risk Loyalists
66,2,711.5,1,Lost Customers
60,5,1783.68,3,New/Promising
50,23,6860.18,0,Champions
170,1,330.11,2,At-Risk Loyalists
395,1,80.28,2,At-Risk Loyalists
18,5,977.9300000000001,1,Lost Customers
128,5,1806.9,3,New/Promising
15,10,1596.29,0,Champions
239,2,305.68,2,At-Risk Loyalists
3,4,1286.7,1,Lost Customers
521,2,823.4,2,At-Risk Loyalists
394,1,502.52,2,At-Risk Loyalists
240,2,178.96,2,At-Risk Loyalists
52,8,3243.69,3,New/Promising
458,7,1388.47,3,New/Promising
46,6,2619.92,3,New/Promising
226,2,563.63,2,At-Risk Loyalists
8,29,12160.31,0,Champions
4,4,1194.73,1,Lost Customers
165,2,1327.16,3,New/Promising
240,1,623.5,2,At-Risk Loyalists
11,1,301.29,1,Lost Customers
134,5,1554.6100000000001,3,New/Promising
17,13,9001.08,0,Champions
423,2,2085.61,3,New/Promising
10,14,5263.83,0,Champions
31,1,329.25,1,Lost Customers
75,3,1388.41,3,New/Promising
383,1,383.96999999999997,2,At-Risk Loyalists
1,3,961.49,1,Lost Customers
4,5,2654.11,1,Lost Customers
45,2,606.02,1,Lost Customers
2,34,22116.73,0,Champions
357,4,589.27,3,New/Promising
388,1,119.92,2,At-Risk Loyalists
731,1,312.9,2,At-Risk Loyalists
18,2,304.47,1,Lost Customers
69,9,2068.92,3,New/Promising
373,1,975.5,2,At-Risk Loyalists
468,1,167.16,2,At-Risk Loyalists
321,5,1659.67,3,New/Promising
26,1,106.56,1,Lost Customers
382,2,569.22,2,At-Risk Loyalists
407,1,81.15,2,At-Risk Loyalists
331,1,1289.5,2,At-Risk Loyalists
9,5,1624.05,1,Lost Customers
381,7,1494.6,3,New/Promising
323,2,481.46,2,At-Risk Loyalists
72,1,224.14,2,At-Risk Loyalists
668,1,988.04,2,At-Risk Loyalists
426,1,948.93,2,At-Risk Loyalists
260,1,40.5,2,At-Risk Loyalists
18,13,7491.92,0,Champions
367,3,904.4300000000001,3,New/Promising
66,5,1200.2,3,New/Promising
154,11,2998.952,3,New/Promising
548,3,639.93,2,At-Risk Loyalists
29,4,689.95,1,Lost Customers
70,1,310.62,2,At-Risk Loyalists
14,5,1403.2,1,Lost Customers
2,16,4777.18,0,Champions
725,1,310.43,2,At-Risk Loyalists
1,46,17524.38,0,Champions
434,1,834.4399999999999,2,At-Risk Loyalists
463,3,588.05,2,At-Risk Loyalists
120,5,1981.39,3,New/Promising
61,1,499.32,1,Lost Customers
3,28,12427.69,0,Champions
3,1,3861.0,1,Lost Customers
433,2,316.25,2,At-Risk Loyalists
11,6,1877.51,1,Lost Customers
92,5,571.35,3,New/Promising
59,10,3122.4,3,New/Promising
495,1,549.05,2,At-Risk Loyalists
87,7,1842.95,3,New/Promising
420,3,6001.49,3,New/Promising
26,15,4400.18,0,Champions
357,1,316.58,2,At-Risk Loyalists
85,2,653.24,1,Lost Customers
10,4,420.29999999999995,1,Lost Customers
416,3,683.9200000000001,2,At-Risk Loyalists
1,6,970.52,1,Lost Customers
730,1,178.98000000000002,2,At-Risk Loyalists
225,3,1176.19,3,New/Promising
60,2,1277.48,1,Lost Customers
241,2,208.28,2,At-Risk Loyalists
319,2,328.35,2,At-Risk Loyalists
2,8,1661.44,0,Champions
47,7,2422.43,3,New/Promising
88,2,486.09,1,Lost Customers
563,1,426.24,2,At-Risk Loyalists
11,22,11516.57,0,Champions
176,2,685.45,2,At-Risk Loyalists
52,6,1778.96,3,New/Promising
366,4,2465.4500000000003,3,New/Promising
319,11,3550.91,3,New/Promising
226,5,1417.95,3,New/Promising
358,5,871.36,3,New/Promising
234,1,409.40000000000003,2,At-Risk Loyalists
311,1,154.41,2,At-Risk Loyalists
37,9,2488.4900000000002,0,Champions
66,6,5580.2699999999995,3,New/Promising
586,1,160.5,2,At-Risk Loyalists
239,2,429.6,2,At-Risk Loyalists
621,1,250.26,2,At-Risk Loyalists
113,2,612.06,2,At-Risk Loyalists
401,1,59.400000000000006,2,At-Risk Loyalists
277,1,197.0,2,At-Risk Loyalists
218,16,2937.81,3,New/Promising
299,1,321.05,2,At-Risk Loyalists
2,4,1412.32,1,Lost Customers
29,3,1071.99,1,Lost Customers
10,2,780.59,1,Lost Customers
45,12,4459.98,0,Champions
67,11,3050.16,3,New/Promising
422,1,302.04,2,At-Risk Loyalists
74,2,927.2800000000001,1,Lost Customers
65,3,912.08,1,Lost Customers
134,8,4610.84,3,New/Promising
238,3,780.4,3,New/Promising
122,3,976.06,3,New/Promising
411,3,1893.93,3,New/Promising
32,18,9266.0,0,Champions
641,1,60.0,2,At-Risk Loyalists
9,21,20324.54,0,Champions
36,5,2103.41,3,New/Promising
16,8,2055.09,0,Champions
127,3,1088.35,3,New/Promising
67,9,3729.42,3,New/Promising
149,2,170.4,2,At-Risk Loyalists
283,2,685.9,2,At-Risk Loyalists
169,2,623.16,2,At-Risk Loyalists
513,4,1182.3799999999999,3,New/Promising
100,25,9188.23,0,Champions
135,4,1508.0,3,New/Promising
324,3,418.82,2,At-Risk Loyalists
107,1,156.51,2,At-Risk Loyalists
64,2,848.4,1,Lost Customers
151,4,3345.64,3,New/Promising
338,5,852.21,3,New/Promising
22,5,1717.36,1,Lost Customers
479,3,961.9000000000001,3,New/Promising
24,3,1225.3600000000001,1,Lost Customers
16,21,8524.86,0,Champions
7,24,4709.54,0,Champions
57,6,2085.48,3,New/Promising
600,1,228.96,2,At-Risk Loyalists
4,2,716.57,1,Lost Customers
38,1,615.14,1,Lost Customers
66,4,649.53,1,Lost Customers
47,2,476.34,1,Lost Customers
562,4,496.15999999999997,2,At-Risk Loyalists
355,5,1580.54,3,New/Promising
172,3,406.21999999999997,2,At-Risk Loyalists
59,16,8543.57,0,Champions
570,1,348.59,2,At-Risk Loyalists
390,3,148.33,2,At-Risk Loyalists
500,1,24.75,2,At-Risk Loyalists
408,1,94.92,2,At-Risk Loyalists
50,1,240.55,1,Lost Customers
22,5,856.03,1,Lost Customers
